temp,humidity,cloud_cover,wind_speed,solar_radiation
287.39,89,0.0,0.62,186.8
288.66,82,0.0,0.57,385.17
289.68,74,0.0,0.87,548.02
297.21,53,0.0,1.27,657.02
297.95,49,30.0,1.69,700.8
298.26,48,58.0,2.42,676.73
299.96,43,44.0,3.25,585.7
300.04,43,11.0,3.97,436.67
298.27,49,0.0,3.79,245.33
297.97,47,0.0,3.04,49.85
296.49,55,0.0,2.14,0.0
296.01,58,0.0,2.39,0.0
293.7,66,0.0,2.5,0.0
293.1,69,0.0,2.56,0.0
293.43,70,0.0,2.26,0.0
292.37,74,2.0,1.97,0.0
292.3,76,2.0,2.02,0.0
291.89,79,0.0,1.31,0.0
290.55,83,0.0,2.43,0.0
289.97,83,0.0,1.73,0.0
288.88,84,0.0,1.53,0.0
288.76,85,1.0,1.86,0.0
288.49,89,2.0,1.57,0.0
288.54,89,0.0,1.85,18.6
290.02,88,1.0,1.14,190.48
291.07,78,1.0,0.63,390.62
291.43,75,0.0,0.88,507.31
297.29,54,0.0,1.4,663.1
297.73,51,26.0,1.8,704.27
298.04,50,39.0,2.1,680.83
300.53,41,73.0,2.5,590.88
300.43,40,79.0,2.72,442.38
299.0,45,71.0,3.24,250.1
298.81,44,73.0,2.7,51.1
297.41,47,47.0,2.25,0.0
296.96,49,3.0,2.73,0.0
293.89,56,3.0,2.76,0.0
291.83,60,15.0,2.65,0.0
291.67,63,2.0,2.56,0.0
290.33,70,1.0,2.78,0.0
289.97,74,0.0,2.86,0.0
289.83,76,0.0,2.93,0.0
288.87,81,0.0,2.96,0.0
288.53,84,13.0,3.11,0.0
287.92,85,10.0,3.26,0.0
287.86,86,2.0,3.08,0.0
287.63,88,1.0,2.84,0.0
287.33,91,3.0,2.58,13.4
288.79,87,0.0,2.99,158.45
290.07,73,0.0,2.86,347.27
290.69,69,0.0,3.05,507.23
297.62,51,0.0,3.63,614.38
298.48,45,0.0,4.13,681.35
298.7,44,0.0,4.47,654.2
301.05,36,0.0,4.61,560.17
301.1,35,2.0,4.54,409.77
298.4,47,24.0,4.39,220.65
297.91,46,28.0,3.15,39.5
295.92,53,18.0,2.21,0.0
295.77,56,35.0,2.25,0.0
292.92,67,78.0,2.14,0.0
292.96,68,92.0,2.01,0.0
292.52,71,96.0,2.28,0.0
289.02,79,93.0,2.2,0.0
288.56,82,99.0,2.06,0.0
287.94,85,99.0,1.91,0.0
286.72,88,97.0,1.7,0.0
286.67,87,91.0,1.67,0.0
286.41,89,74.0,1.79,0.0
286.53,88,30.0,1.63,0.0
286.04,91,30.0,1.45,0.0
286.02,92,35.0,1.47,10.3
288.71,84,18.0,1.3,123.65
289.96,77,51.0,0.16,283.85
291.3,71,54.0,0.36,433.6
298.47,52,23.0,0.67,538.15
299.73,51,26.0,0.82,644.85
300.0,51,20.0,1.04,609.65
302.01,45,17.0,1.17,508.85
302.13,44,10.0,1.32,355.5
300.02,49,5.0,1.84,177.55
299.57,52,0.0,1.07,29.73
297.62,63,0.0,1.72,0.0
297.55,63,0.0,2.0,0.0
293.22,72,21.0,1.86,0.0
292.96,74,13.0,1.37,0.0
292.92,74,6.0,1.15,0.0
291.55,78,7.0,1.57,0.0
290.33,80,5.0,2.08,0.0
290.87,77,2.0,1.93,0.0
290.36,77,0.0,1.62,0.0
291.03,74,1.0,2.21,0.0
288.67,82,1.0,1.67,0.0
288.32,84,0.0,1.89,0.0
288.55,83,0.0,1.53,0.0
288.44,85,0.0,1.9,10.27
289.97,80,0.0,2.37,135.2
291.08,68,0.0,2.65,319.08
292.75,58,0.0,2.98,481.0
298.76,43,0.0,3.45,592.08
299.39,42,0.0,3.72,671.73
299.46,43,0.0,3.98,650.02
300.92,35,0.0,4.23,563.1
301.26,30,0.0,4.34,417.12
298.56,37,0.0,4.58,229.95
298.16,37,0.0,3.59,42.73
296.9,43,0.0,2.98,0.0
296.52,45,0.0,3.11,0.0
290.97,58,0.0,2.94,0.0
291.05,60,0.0,2.77,0.0
290.85,62,0.0,2.58,0.0
289.3,66,0.0,2.52,0.0
289.21,68,0.0,2.36,0.0
289.04,72,0.0,2.27,0.0
287.78,77,0.0,2.22,0.0
287.62,78,0.0,2.29,0.0
285.48,87,0.0,2.51,0.0
285.44,88,0.0,2.44,0.0
285.3,90,0.0,2.38,0.0
285.38,89,0.0,2.26,14.17
287.26,86,0.0,2.52,175.02
287.5,79,0.0,2.3,372.92
288.49,73,0.0,2.31,535.42
295.68,51,0.0,2.59,644.15
296.6,45,0.0,3.04,686.15
297.54,40,0.0,3.48,663.52
297.92,38,0.0,3.8,574.1
299.39,31,0.0,4.0,427.2
297.85,41,0.0,3.83,237.75
297.57,38,0.0,2.73,45.15
294.72,48,0.0,2.28,0.0
294.5,49,0.0,2.41,0.0
290.07,59,0.0,2.3,0.0
289.91,63,0.0,2.16,0.0
289.71,70,0.0,2.26,0.0
287.29,78,41.0,2.46,0.0
285.78,84,100.0,2.68,0.0
285.52,87,100.0,2.5,0.0
284.8,91,100.0,2.21,0.0
283.04,94,100.0,1.89,0.0
284.25,92,99.0,1.58,0.0
283.97,94,100.0,1.33,0.0
283.58,97,98.0,1.06,0.0
283.73,96,100.0,0.88,12.0
285.75,93,100.0,0.54,161.45
286.11,85,97.0,0.1,355.02
286.49,75,93.0,0.38,515.12
296.62,50,95.0,0.67,621.67
297.2,42,73.0,0.81,660.17
297.84,39,83.0,0.87,631.75
300.02,32,92.0,0.89,539.73
300.24,30,17.0,1.0,391.77
296.98,42,0.0,1.38,207.23
296.27,48,0.0,1.33,35.3
293.68,52,0.0,3.02,0.0
294.18,49,0.0,2.74,0.0
288.4,62,0.0,2.37,0.0
288.74,62,0.0,2.26,0.0
288.41,64,0.0,2.27,0.0
286.05,71,0.0,2.36,0.0
285.54,75,0.0,2.38,0.0
285.44,78,0.0,2.11,0.0
284.44,82,0.0,2.07,0.0
284.21,87,0.0,2.11,0.0
283.29,91,2.0,1.76,0.0
283.55,92,2.0,1.84,0.0
283.64,92,2.0,2.07,0.0
283.75,92,3.0,2.06,10.45
285.79,88,1.0,2.51,154.5
285.95,83,0.0,1.85,348.62
287.95,75,0.0,1.68,511.73
295.27,54,0.0,2.08,621.02
296.76,47,0.0,2.39,676.02
297.15,43,0.0,2.69,652.83
299.77,33,0.0,3.21,562.75
299.71,32,0.0,3.5,415.4
296.48,42,0.0,3.7,226.85
296.14,40,0.0,2.91,40.3
294.9,48,0.0,2.53,0.0
294.54,49,0.0,2.65,0.0
289.22,62,0.0,2.76,0.0
289.02,64,0.0,2.62,0.0
288.7,66,0.0,2.24,0.0
286.5,72,0.0,2.08,0.0
286.09,76,0.0,2.06,0.0
285.81,79,0.0,2.02,0.0
284.62,84,0.0,2.03,0.0
284.41,87,0.0,2.03,0.0
282.68,93,0.0,1.99,0.0
282.74,94,0.0,1.92,0.0
282.73,94,0.0,2.08,0.0
282.62,95,0.0,2.19,11.12
284.51,88,0.0,2.74,162.67
285.15,78,0.0,2.31,359.52
287.68,70,0.0,2.35,522.38
294.87,50,0.0,2.97,631.9
296.13,42,0.0,3.4,674.6
296.67,38,0.0,3.65,652.58
299.0,31,0.0,3.83,564.88
299.19,30,0.0,3.99,419.8
296.16,40,0.0,4.39,232.58
295.5,40,0.0,3.59,43.08
295.17,41,0.0,3.22,0.0
294.72,43,0.0,3.53,0.0
290.54,54,0.0,3.59,0.0
289.87,59,0.0,3.48,0.0
289.61,61,0.0,3.49,0.0
287.82,66,0.0,3.47,0.0
287.39,69,0.0,3.57,0.0
287.21,71,0.0,3.58,0.0
286.38,74,0.0,3.67,0.0
286.42,75,0.0,3.77,0.0
284.77,79,0.0,4.17,0.0
284.83,79,0.0,4.37,0.0
285.09,79,0.0,4.55,0.0
285.14,79,0.0,4.59,10.92
286.75,76,0.0,4.59,162.45
286.75,72,37.0,4.63,358.77
288.45,63,60.0,4.8,521.17
294.87,46,40.0,5.07,630.02
296.07,40,24.0,5.33,671.5
296.46,36,15.0,5.5,647.02
298.83,27,0.0,5.57,556.95
299.37,24,0.0,5.59,391.74
296.72,35,0.0,5.72,222.7
296.32,34,0.0,4.58,39.08
294.78,39,0.0,4.28,0.0
294.14,43,0.0,4.27,0.0
289.96,52,0.0,4.16,0.0
290.1,54,0.0,4.09,0.0
290.1,56,0.0,3.92,0.0
288.39,60,0.0,3.81,0.0
287.21,65,0.0,3.78,0.0
287.08,68,0.0,3.79,0.0
286.52,71,0.0,3.78,0.0
285.77,73,3.0,3.71,0.0
284.51,78,4.0,3.72,0.0
284.45,79,7.0,3.82,0.0
284.33,82,3.0,3.82,0.0
284.32,83,5.0,3.64,9.5
285.11,81,24.0,3.66,153.7
284.82,75,28.0,3.61,348.73
284.62,71,51.0,3.59,511.1
293.15,50,36.0,3.59,618.23
295.09,44,6.0,3.67,659.27
295.66,40,0.0,3.71,636.33
298.98,32,0.0,3.76,549.05
298.87,31,0.0,3.7,404.02
295.4,43,0.0,3.56,219.0
295.11,42,0.0,2.28,37.8
292.25,53,0.0,2.88,0.0
291.93,55,0.0,2.47,0.0
290.14,60,0.0,2.47,0.0
287.79,68,100.0,2.51,0.0
287.81,69,98.0,2.48,0.0
285.32,75,95.0,2.86,0.0
285.04,75,98.0,2.6,0.0
284.95,78,98.0,1.97,0.0
284.33,81,94.0,1.6,0.0
284.25,82,97.0,1.47,0.0
283.22,83,100.0,1.21,0.0
282.91,89,100.0,1.02,0.0
283.54,87,100.0,0.74,0.0
285.13,82,99.0,0.24,7.88
285.18,82,99.0,0.91,140.2
284.85,77,100.0,0.96,329.58
287.11,69,99.0,0.69,489.1
294.79,52,100.0,0.37,597.25
296.38,42,100.0,0.63,609.17
296.85,39,100.0,1.22,588.25
298.86,32,100.0,1.74,503.83
299.18,31,100.0,2.23,364.52
296.71,39,100.0,2.45,189.75
295.96,43,100.0,1.59,30.42
292.76,53,100.0,2.84,0.0
292.87,51,100.0,2.38,0.0
290.22,56,100.0,2.19,0.0
287.87,63,100.0,2.22,0.0
287.43,66,100.0,2.16,0.0
285.99,72,100.0,2.13,0.0
285.29,76,100.0,2.45,0.0
285.11,79,100.0,2.56,0.0
283.41,84,100.0,2.48,0.0
283.57,86,100.0,2.14,0.0
282.06,92,100.0,2.13,0.0
282.36,92,99.0,1.95,0.0
282.38,92,97.0,1.86,0.0
282.44,93,64.0,1.87,6.33
284.66,88,48.0,1.64,115.73
284.51,83,90.0,1.85,289.73
286.47,77,86.0,1.74,442.7
294.81,53,85.0,2.07,547.55
296.34,45,25.0,2.34,544.85
296.89,43,0.0,2.57,532.08
300.01,37,0.0,2.77,458.3
300.02,36,0.0,2.92,330.85
297.74,42,0.0,2.99,171.6
297.0,41,8.0,1.99,27.73
293.35,54,8.0,2.53,0.0
293.32,54,0.0,2.3,0.0
288.53,65,0.0,2.36,0.0
288.06,69,0.0,2.33,0.0
287.59,73,1.0,2.2,0.0
285.11,81,0.0,2.11,0.0
284.72,85,0.0,2.06,0.0
284.47,90,0.0,1.97,0.0
283.01,92,0.0,1.95,0.0
282.88,94,25.0,1.87,0.0
282.83,95,33.0,1.72,0.0
282.77,95,27.0,1.82,0.0
282.58,95,82.0,2.02,0.0
282.58,96,82.0,2.13,6.15
284.49,91,74.0,2.26,119.4
285.25,85,67.0,2.24,298.95
288.84,81,72.0,1.92,455.85
295.15,59,74.0,2.37,562.6
296.92,49,82.0,3.0,626.5
297.48,44,77.0,3.62,601.58
300.35,34,80.0,4.15,512.55
300.48,31,69.0,4.39,369.55
298.02,41,71.0,4.2,192.67
297.42,42,55.0,2.97,30.77
296.46,48,28.0,2.69,0.0
296.08,50,1.0,3.01,0.0
291.37,60,0.0,3.07,0.0
289.5,64,0.0,3.07,0.0
289.42,66,1.0,2.85,0.0
287.6,74,0.0,2.75,0.0
287.34,78,1.0,2.7,0.0
287.1,80,0.0,2.68,0.0
285.42,86,0.0,2.65,0.0
285.17,88,0.0,2.66,0.0
284.98,86,38.0,2.36,0.0
284.89,88,92.0,2.24,0.0
284.63,90,92.0,2.26,0.0
284.67,90,93.0,2.17,5.77
285.55,88,93.0,2.36,121.5
285.87,82,92.0,2.64,307.35
289.72,75,36.0,2.47,469.6
295.21,50,0.0,2.87,581.75
296.27,46,0.0,3.46,647.88
296.94,43,0.0,3.92,629.4
300.75,32,0.0,4.27,544.75
300.95,30,0.0,4.44,403.2
298.25,40,0.0,4.44,220.05
297.52,40,0.0,3.45,38.0
295.04,49,0.0,3.39,0.0
294.71,50,0.0,3.65,0.0
291.77,59,0.0,3.64,0.0
291.04,63,0.0,3.4,0.0
290.79,65,0.0,3.45,0.0
288.72,72,0.0,3.04,0.0
288.47,74,0.0,2.99,0.0
288.36,77,0.0,3.09,0.0
287.14,79,0.0,2.88,0.0
286.78,81,0.0,2.87,0.0
285.33,84,4.0,2.8,0.0
285.61,83,8.0,2.66,0.0
285.48,85,3.0,2.63,0.0
284.98,87,6.0,2.28,6.92
286.67,84,10.0,2.27,145.35
287.12,78,5.0,2.46,341.67
287.11,74,0.0,2.04,505.12
294.45,56,0.0,2.12,615.77
295.52,52,0.0,2.31,656.48
296.32,48,21.0,2.58,636.27
298.53,41,50.0,2.66,550.67
298.88,41,59.0,2.7,407.33
296.41,49,55.0,2.72,222.27
295.19,55,2.0,1.48,38.17
293.11,63,0.0,1.97,0.0
292.89,65,0.0,2.27,0.0
290.58,71,0.0,2.3,0.0
291.11,71,0.0,1.97,0.0
290.86,74,51.0,2.14,0.0
290.03,75,77.0,2.04,0.0
289.56,73,17.0,0.96,0.0
288.54,78,2.0,1.09,0.0
287.73,81,0.0,1.31,0.0
287.64,81,0.0,0.67,0.0
286.57,85,0.0,1.17,0.0
286.44,86,0.0,1.51,0.0
286.08,87,0.0,1.19,0.0
285.63,88,0.0,0.91,5.55
286.37,88,1.0,1.77,129.5
288.5,79,20.0,1.58,318.95
289.27,73,21.0,0.93,479.6
296.49,51,3.0,1.17,589.33
297.45,45,4.0,1.13,616.0
297.71,43,0.0,1.08,596.12
299.69,36,0.0,1.39,511.77
300.43,33,0.0,1.54,371.85
297.99,47,0.0,1.58,195.42
297.09,65,0.0,1.52,31.0
297.54,48,0.0,1.58,0.0
295.4,54,0.0,2.12,0.0
288.61,67,0.0,2.66,0.0
288.28,68,1.0,2.9,0.0
287.97,68,1.0,2.98,0.0
286.15,69,1.0,2.87,0.0
286.52,70,0.0,2.81,0.0
286.24,72,0.0,2.62,0.0
285.37,74,0.0,2.64,0.0
285.27,75,0.0,1.87,0.0
284.96,73,0.0,2.03,0.0
284.73,76,1.0,2.39,0.0
284.23,81,92.0,2.25,0.0
283.9,85,92.0,2.37,4.88
285.06,84,93.0,1.41,123.45
285.94,75,47.0,1.64,312.48
288.35,65,34.0,1.02,474.88
295.64,52,57.0,0.61,586.17
296.18,50,83.0,1.45,623.55
296.16,48,82.0,2.65,605.98
298.13,41,85.0,2.95,523.08
298.47,40,84.0,2.78,383.15
296.71,47,61.0,2.55,204.4
295.88,51,72.0,1.51,33.15
293.3,58,64.0,2.6,0.0
293.38,57,55.0,2.16,0.0
292.66,57,51.0,2.25,0.0
290.87,63,94.0,2.22,0.0
289.63,65,98.0,2.01,0.0
287.3,74,96.0,1.98,0.0
287.15,76,97.0,2.06,0.0
287.61,75,97.0,1.83,0.0
286.37,78,95.0,2.19,0.0
285.35,84,96.0,2.43,0.0
284.0,87,96.0,2.04,0.0
283.63,89,99.0,2.2,0.0
283.58,90,99.0,2.1,0.0
283.16,91,100.0,2.35,4.27
283.69,91,100.0,1.63,113.9
284.9,84,100.0,1.9,296.7
285.51,77,96.0,1.6,456.45
294.23,51,100.0,2.29,568.0
295.76,45,97.0,2.61,610.55
296.16,43,98.0,2.56,595.42
298.8,35,98.0,2.72,514.98
298.71,35,95.0,3.02,377.02
296.27,44,98.0,3.25,201.15
295.61,48,99.0,2.21,32.73
292.18,59,98.0,2.28,0.0
292.38,58,97.0,2.67,0.0
289.49,64,92.0,3.0,0.0
289.11,66,92.0,3.17,0.0
289.24,66,93.0,3.25,0.0
287.94,68,98.0,3.39,0.0
287.66,70,96.0,3.41,0.0
287.57,72,94.0,3.46,0.0
286.54,75,98.0,3.37,0.0
286.3,78,96.0,3.34,0.0
285.77,79,98.0,3.47,0.0
285.82,79,92.0,3.34,0.0
285.77,80,99.0,3.21,0.0
285.67,80,93.0,2.96,4.0
286.66,78,93.0,2.97,115.62
288.35,69,89.0,3.35,301.1
289.21,63,90.0,3.14,461.08
295.2,51,69.0,3.44,570.48
296.29,44,36.0,3.89,593.3
296.84,40,41.0,4.43,574.3
299.93,30,45.0,4.81,489.45
300.87,25,40.0,4.96,349.6
296.92,42,26.0,4.97,177.8
296.36,42,6.0,3.83,27.35
296.03,43,0.0,3.5,0.0
295.46,45,0.0,3.56,0.0
291.37,55,0.0,3.46,0.0
289.69,64,0.0,3.33,0.0
289.52,66,0.0,2.97,0.0
287.61,69,0.0,2.72,0.0
286.9,73,0.0,2.41,0.0
286.33,77,0.0,1.83,0.0
284.77,84,0.0,2.33,0.0
285.64,79,0.0,1.88,0.0
283.29,88,0.0,0.74,0.0
282.64,91,0.0,1.26,0.0
281.96,94,8.0,1.6,0.0
282.23,94,0.0,1.48,0.0
283.83,92,1.0,1.73,101.1
284.36,84,9.0,2.21,261.48
288.06,79,13.0,2.06,417.15
294.96,53,15.0,2.34,525.4
296.55,46,15.0,2.51,600.67
297.37,43,27.0,2.74,581.88
300.06,34,28.0,3.02,498.98
301.4,29,21.0,3.31,360.2
297.81,44,30.0,3.6,187.12
296.87,45,35.0,2.38,29.42
295.68,50,7.0,2.5,0.0
295.24,52,7.0,2.85,0.0
291.34,58,0.0,3.08,0.0
288.81,70,0.0,3.08,0.0
288.83,71,0.0,2.89,0.0
287.65,73,0.0,2.87,0.0
286.98,76,0.0,2.87,0.0
286.4,80,0.0,2.77,0.0
285.05,87,0.0,2.66,0.0
284.73,90,0.0,2.37,0.0
283.99,91,0.0,2.19,0.0
284.02,90,92.0,2.88,0.0
284.43,87,92.0,3.63,0.0
284.63,86,94.0,3.7,0.0
284.95,83,94.0,3.72,126.1
284.9,78,94.0,3.94,306.7
288.78,67,88.0,3.53,469.3
294.98,49,2.0,3.69,580.3
296.83,42,0.0,4.03,632.12
297.35,40,0.0,4.2,613.38
300.18,31,0.0,4.21,529.17
300.01,30,0.0,4.28,388.15
297.42,43,13.0,4.44,208.05
296.91,44,27.0,3.22,34.48
294.59,51,15.0,2.8,0.0
294.33,53,24.0,2.88,0.0
290.38,64,10.0,2.62,0.0
289.27,69,10.0,2.38,0.0
288.79,72,3.0,2.26,0.0
287.62,79,0.0,2.8,0.0
286.86,83,0.0,2.76,0.0
286.72,85,0.0,2.48,0.0
284.96,89,0.0,2.42,0.0
283.05,93,0.0,2.35,0.0
282.46,96,2.0,2.1,0.0
282.35,95,92.0,1.92,0.0
282.7,96,92.0,1.8,0.0
282.81,96,94.0,1.97,0.0
283.64,93,94.0,2.03,108.62
284.01,88,94.0,2.61,278.95
287.32,79,67.0,2.52,437.85
294.23,55,0.0,2.93,548.25
295.21,49,0.0,3.33,626.05
295.94,45,0.0,3.63,608.85
298.39,38,0.0,3.96,526.45
300.21,32,0.0,4.21,386.58
296.96,45,0.0,4.25,208.0
296.58,44,0.0,3.26,34.52
295.77,46,0.0,3.35,0.0
295.44,48,0.0,3.78,0.0
292.55,57,0.0,3.78,0.0
291.35,63,0.0,3.59,0.0
291.3,66,0.0,3.57,0.0
289.08,72,0.0,3.59,0.0
287.93,76,0.0,3.64,0.0
287.92,77,0.0,3.64,0.0
286.33,80,0.0,3.63,0.0
286.27,80,0.0,3.58,0.0
284.66,83,0.0,3.59,0.0
284.7,85,3.0,3.44,0.0
284.53,86,92.0,3.32,0.0
284.28,87,92.0,3.18,0.0
284.75,86,94.0,3.18,120.0
285.55,76,94.0,3.41,299.73
288.43,72,25.0,3.46,460.55
294.03,57,0.0,3.76,570.77
294.42,52,0.0,4.13,619.6
294.95,49,0.0,4.18,601.42
298.45,37,0.0,4.09,518.98
298.36,37,0.0,4.0,380.52
295.18,45,0.0,4.01,202.65
294.85,46,0.0,3.02,33.95
293.31,54,5.0,2.42,0.0
293.07,55,8.0,2.71,0.0
288.5,66,16.0,2.81,0.0
288.83,68,15.0,2.94,0.0
289.03,69,16.0,2.85,0.0
287.34,73,24.0,2.79,0.0
286.4,77,10.0,2.7,0.0
286.26,79,10.0,2.61,0.0
284.32,84,9.0,2.54,0.0
284.05,86,7.0,2.42,0.0
282.97,92,15.0,2.53,0.0
282.88,93,15.0,2.52,0.0
282.85,94,11.0,2.65,0.0
282.63,95,15.0,2.62,0.0
283.23,92,13.0,2.67,93.7
283.58,85,13.0,2.71,252.67
283.53,77,15.0,2.18,402.17
293.52,52,12.0,2.25,504.48
294.29,47,11.0,2.49,597.58
294.69,44,39.0,2.42,575.0
297.36,36,58.0,2.31,489.67
297.92,33,76.0,2.28,352.0
295.4,45,85.0,2.32,180.25
294.71,50,85.0,1.5,28.85
292.03,58,91.0,2.94,0.0
291.47,63,93.0,2.76,0.0
286.54,71,92.0,2.54,0.0
285.91,74,89.0,2.29,0.0
286.0,74,94.0,2.4,0.0
284.34,79,85.0,2.87,0.0
283.69,82,53.0,2.81,0.0
284.56,79,53.0,2.3,0.0
285.0,75,62.0,1.84,0.0
285.18,73,60.0,1.43,0.0
285.65,71,38.0,1.3,0.0
285.56,71,30.0,0.88,0.0
285.05,74,46.0,0.56,0.0
284.92,75,32.0,0.59,0.0
284.28,83,24.0,0.82,75.2
283.74,84,8.0,0.75,217.0
286.73,78,5.0,0.31,364.35
293.13,55,6.0,0.54,471.67
293.77,49,11.0,1.03,592.88
294.13,45,16.0,1.2,574.25
297.44,35,14.0,1.27,488.67
297.7,33,18.0,1.34,351.25
294.72,43,66.0,1.37,180.73
293.86,59,48.0,1.52,29.42
293.36,48,39.0,2.33,0.0
291.16,55,34.0,2.71,0.0
286.25,68,51.0,2.88,0.0
285.16,71,39.0,2.9,0.0
284.82,72,63.0,2.88,0.0
283.11,75,95.0,2.89,0.0
282.91,76,99.0,2.94,0.0
283.11,77,97.0,2.9,0.0
282.79,80,96.0,2.9,0.0
283.02,81,96.0,2.78,0.0
281.04,85,69.0,2.51,0.0
280.86,86,86.0,2.35,0.0
280.35,87,76.0,2.44,0.0
280.4,88,76.0,2.29,0.0
281.3,89,57.0,1.77,57.4
282.15,82,74.0,2.04,169.85
286.52,75,81.0,1.34,291.88
292.99,50,78.0,1.78,386.23
293.52,47,97.0,2.39,418.27
293.84,45,97.0,2.8,394.48
295.9,38,96.0,3.14,305.0
296.27,37,89.0,3.34,195.7
294.02,43,94.0,3.46,90.17
293.61,44,84.0,2.27,16.35
291.26,54,78.0,2.41,0.0
291.65,55,86.0,2.35,0.0
286.47,66,83.0,2.34,0.0
286.59,68,86.0,2.24,0.0
286.55,71,62.0,2.21,0.0
284.41,77,58.0,2.23,0.0
284.07,79,58.0,2.35,0.0
283.78,81,70.0,2.58,0.0
282.86,85,89.0,2.64,0.0
281.56,86,91.0,2.73,0.0
280.62,87,34.0,2.42,0.0
280.58,88,17.0,2.3,0.0
280.41,90,14.0,2.14,0.0
280.44,90,30.0,2.31,0.0
281.81,89,26.0,2.16,53.8
282.46,84,28.0,2.27,165.95
285.12,80,21.0,2.03,288.67
291.85,57,20.0,2.62,392.62
292.8,52,16.0,3.1,532.27
293.1,49,7.0,3.19,515.05
295.87,39,13.0,3.22,435.42
296.28,38,11.0,3.19,305.48
293.68,48,26.0,3.0,155.75
293.26,48,39.0,2.01,26.12
290.95,58,35.0,2.74,0.0
290.96,58,32.0,2.3,0.0
286.54,67,38.0,2.18,0.0
285.67,71,28.0,2.15,0.0
285.67,73,19.0,2.12,0.0
283.47,79,19.0,2.17,0.0
283.44,80,10.0,2.48,0.0
283.36,83,5.0,2.93,0.0
282.38,88,5.0,3.0,0.0
281.8,91,5.0,2.75,0.0
280.06,91,2.0,2.88,0.0
279.77,93,90.0,2.94,0.0
278.94,96,92.0,2.01,0.0
278.41,96,92.0,1.49,0.0
279.73,96,92.0,1.96,84.9
281.48,87,93.0,1.87,253.23
285.42,83,10.0,1.29,416.55
291.76,59,0.0,1.79,534.75
292.87,48,0.0,2.48,608.0
293.16,47,2.0,2.68,595.6
295.74,39,1.0,2.75,519.45
295.98,38,0.0,2.84,384.17
293.1,48,0.0,2.85,209.4
292.77,49,1.0,1.97,36.4
290.94,57,2.0,2.35,0.0
291.12,57,3.0,2.35,0.0
289.31,62,0.0,2.52,0.0
285.18,69,0.0,2.69,0.0
285.45,70,0.0,2.7,0.0
284.18,74,0.0,2.62,0.0
284.43,75,0.0,2.52,0.0
284.47,77,0.0,2.38,0.0
283.57,81,0.0,2.34,0.0
283.11,84,0.0,2.34,0.0
281.99,89,0.0,2.57,0.0
282.0,90,0.0,2.75,0.0
282.06,92,2.0,3.05,0.0
281.95,93,0.0,3.17,0.0
282.69,90,1.0,3.3,111.23
283.27,83,1.0,3.65,300.42
285.66,76,0.0,3.55,467.17
291.35,55,0.0,3.96,584.17
292.27,50,0.0,4.41,635.17
292.55,48,0.0,4.8,624.38
294.97,39,0.0,5.06,548.75
295.36,37,0.0,5.15,413.5
292.49,46,0.0,5.23,234.4
292.43,44,0.0,4.08,46.42
291.57,48,0.0,3.28,0.0
291.11,51,0.0,3.39,0.0
287.07,60,0.0,3.31,0.0
286.46,65,0.0,3.21,0.0
286.54,67,0.0,3.06,0.0
285.03,71,0.0,2.96,0.0
284.58,76,0.0,2.79,0.0
284.04,77,0.0,2.64,0.0
283.12,80,0.0,2.49,0.0
282.59,83,0.0,2.4,0.0
280.71,87,0.0,2.43,0.0
280.36,88,0.0,2.52,0.0
280.19,90,0.0,2.54,0.0
279.96,91,0.0,2.53,0.0
280.42,89,0.0,2.4,118.95
280.71,83,0.0,2.44,313.35
283.9,73,0.0,2.21,481.83
290.38,52,0.0,2.58,599.15
291.0,45,0.0,3.0,653.2
291.35,42,0.0,3.34,641.52
295.29,31,0.0,3.5,562.92
295.33,30,0.0,3.62,425.75
292.87,42,0.0,3.61,243.25
292.65,44,0.0,2.55,49.52
290.37,51,0.0,2.36,0.0
289.9,53,0.0,2.27,0.0
284.55,64,0.0,2.16,0.0
284.15,67,0.0,2.24,0.0
282.82,72,0.0,2.6,0.0
281.16,81,0.0,3.01,0.0
280.46,82,0.0,2.69,0.0
280.91,85,0.0,2.4,0.0
280.79,85,0.0,2.06,0.0
280.75,85,0.0,1.68,0.0
280.79,81,11.0,1.21,0.0
280.4,82,90.0,1.1,0.0
279.54,87,91.0,0.73,0.0
279.29,88,91.0,0.77,0.0
280.91,84,88.0,0.64,111.75
280.52,84,10.0,0.44,302.77
286.04,73,4.0,0.03,469.55
290.62,55,1.0,0.59,586.33
290.98,50,0.0,1.22,632.77
291.34,47,0.0,1.57,621.1
295.31,35,0.0,1.66,546.15
295.28,34,0.0,1.8,411.25
292.41,44,0.0,1.94,233.1
291.83,52,0.0,1.29,46.58
289.26,56,0.0,2.64,0.0
288.23,61,0.0,2.97,0.0
282.07,75,0.0,3.07,0.0
282.55,75,0.0,2.97,0.0
282.53,75,0.0,3.01,0.0
281.09,79,0.0,2.88,0.0
281.81,76,0.0,2.61,0.0
282.66,74,0.0,2.46,0.0
282.37,73,0.0,2.4,0.0
282.66,73,3.0,2.3,0.0
279.49,83,92.0,1.87,0.0
278.92,86,92.0,2.08,0.0
278.23,90,93.0,2.56,0.0
278.27,91,93.0,1.9,0.0
279.24,90,94.0,1.73,108.92
281.1,82,94.0,1.89,301.2
283.58,79,10.0,1.5,469.1
289.5,58,0.0,2.25,586.52
290.11,53,0.0,2.94,636.6
290.82,51,0.0,3.14,625.38
294.07,45,0.0,3.35,546.95
294.64,41,0.0,3.51,411.17
